source_id,source_name,iso3_country,lat,lon,capacity,capacity_units,capacity_factor
1054237,Aransas County,USA,28.05148877948652,-96.95681330562778,148813.853,m^2,45.79728240757263
1051951,Arapahoe County,USA,39.64889051079999,-104.33663372054237,9140811.955,m^2,44.3945592653864
1054238,Archer County,USA,33.614949928158296,-98.68795053255,22399.358,m^2,56.354149480534225
1051952,Archuleta County,USA,37.19322984342974,-107.04701045640826,34913.372,m^2,43.64795480081385
1052942,Arenac County,USA,44.06586570714304,-83.89692747332391,50626.439,m^2,46.99540919715883
1051816,Arkansas County,USA,34.29118901135553,-91.3741721930601,291487.761,m^2,54.49925002511512
1054537,Arlington County,USA,38.878117858190315,-77.09884301479774,2401045.222,m^2,52.647826516447005
1053957,Armstrong County,USA,40.814611642449904,-79.46588293305398,679960.025,m^2,48.86692747121421
1054239,Armstrong County,USA,34.96519770580075,-101.35593234592577,87.326,m^2,50.08682408446511
1052885,Aroostook County,USA,46.65881107256119,-68.59753795576374,598308.157,m^2,44.68776356996918
44483012,Arthur County,USA,41.56915637037752,-101.69549903488902,0.0,m^2,0.0
1052822,Ascension Parish,USA,30.204084329642388,-90.91117218377116,3228389.147,m^2,53.82230330952107
1053604,Ashe County,USA,36.435276706836554,-81.50122995060825,56240.228,m^2,48.80200759499054
1053755,Ashland County,USA,40.84631967453346,-82.27075615697035,908699.962,m^2,49.22667125851602
1054758,Ashland County,USA,46.3149035152564,-90.6801326060245,238041.778,m^2,45.61434846113441
1051817,Ashley County,USA,33.19107800187882,-91.76733819312972,406106.553,m^2,54.79754500784921
1053756,Ashtabula County,USA,41.707438751748455,-80.74783034518492,782578.384,m^2,47.94392694853683
1054664,Asotin County,USA,46.191849678040086,-117.2023634556006,297941.929,m^2,43.18901556148547
1052823,Assumption Parish,USA,29.901337068407816,-91.06185562618536,89467.731,m^2,52.71359955468189
1054240,Atascosa County,USA,28.891330320375477,-98.52706199163842,166577.334,m^2,52.79314092636397
1052597,Atchison County,USA,39.531704105135795,-95.31329724412949,299096.479,m^2,49.81077905300249
1053196,Atchison County,USA,40.43047111354947,-95.4278458192706,88191.188,m^2,49.55702660451745
1053757,Athens County,USA,39.333598991857535,-82.04455294295846,358509.801,m^2,51.36191314613461
1052093,Atkinson County,USA,31.29715341925679,-82.8803358181163,97446.437,m^2,54.68151020236891
34157159,Atlanta Urban Area,USA,,,121416885.544,m^2,53.92909419492662
34157240,Atlantic City Urban Area,USA,,,2415914.922,m^2,51.608542370682045
1053483,Atlantic County,USA,39.44081133088918,-74.57391625937319,2496921.139,m^2,51.65560228732558
1053844,Atoka County,USA,34.37511868366936,-96.03767621208252,71774.682,m^2,54.764685631069746
1053115,Attala County,USA,33.084581408032605,-89.58221102253101,132260.866,m^2,54.96498224198834
1053197,Audrain County,USA,39.21706698082448,-91.84281005657856,410524.188,m^2,50.54370079650459
1052500,Audubon County,USA,41.68334232974355,-94.90751403586344,77854.409,m^2,48.973705278528286
1053758,Auglaize County,USA,40.560846579104776,-84.22158560544632,770701.964,m^2,49.27874639618798
1054538,Augusta County,USA,38.16589764051893,-79.13163113921378,718448.008,m^2,50.53938456184013
1054073,Aurora County,USA,43.71856149301228,-98.56245004723884,64309.317,m^2,45.835855417341776
1054241,Austin County,USA,29.8865459265545,-96.27872577581287,307603.615,m^2,52.5542995650425
34157087,Austin Urban Area,USA,,,21092961.35,m^2,55.3366417427679
1051708,Autauga County,USA,32.53552333579636,-86.64290969665728,634976.428,m^2,55.97198972872738
1053605,Avery County,USA,36.07725174515745,-81.92338133908254,33624.305,m^2,49.4227941960436
1052824,Avoyelles Parish,USA,31.07616832282541,-92.0012343993708,115611.04,m^2,55.592996871233055
1051953,Baca County,USA,37.318786790978,-102.56028179618004,17137.447,m^2,48.52720180549647
1052094,Bacon County,USA,31.55369118034512,-82.45280257000108,84265.269,m^2,54.53810873136832
1054242,Bailey County,USA,34.06739664823655,-102.82940738659688,75315.154,m^2,51.39783253978343
1052026,Baker County,USA,30.33104743695214,-82.28490773752573,233649.041,m^2,51.338171364461104
1052095,Baker County,USA,31.326018027712525,-84.44407602958786,49468.207,m^2,55.500583415121554
1053919,Baker County,USA,44.709987800564214,-117.67342246536116,190166.369,m^2,42.3995840610492
34157023,Bakersfield Urban Area,USA,,,15490444.483,m^2,51.162983760586776
1051709,Baldwin County,USA,30.60438135411614,-87.75543479348913,1939644.661,m^2,53.2762223260645
1052096,Baldwin County,USA,33.06917905226425,-83.25033627691568,563859.663,m^2,54.88888134918778
1052703,Ballard County,USA,37.05940261589598,-88.99904373231695,206150.067,m^2,53.37716089609614
1052902,Baltimore County,USA,39.425017849641634,-76.6140631390832,25101808.761,m^2,51.9397616308292
34157230,Baltimore Urban Area,USA,,,35873451.317,m^2,51.97577678728703
1054031,Bamberg County,USA,33.21642206447672,-81.05349124754724,23498.597,m^2,53.72823866888733
1054243,Bandera County,USA,29.74582256557269,-99.24817416990916,54344.463,m^2,56.68901317508648
1052097,Banks County,USA,34.354108643574605,-83.49724794600202,103795.543,m^2,54.28625837045816
1053366,Banner County,USA,41.545989960500144,-103.70998747329828,1903.462,m^2,44.190669947705814
1052258,Bannock County,USA,42.67062007086058,-112.22435416445067,1423350.679,m^2,45.709034013114064
1052943,Baraga County,USA,46.66275960858838,-88.3667972663636,36666.17,m^2,44.46350996027128
1052598,Barber County,USA,37.22999417186523,-98.68515058990552,73404.419,m^2,50.89983103060867
1051710,Barbour County,USA,31.869798429030215,-85.39544329332479,344412.453,m^2,57.179237526002
1054702,Barbour County,USA,39.132600194443405,-80.00292642674464,12600.835,m^2,50.007681951235774
1053701,Barnes County,USA,46.93559222512598,-98.0727406723075,187297.437,m^2,44.14662325571492
1052923,Barnstable County,USA,41.79418329942357,-70.16121314778042,1588326.77,m^2,47.55056509939702
1054032,Barnwell County,USA,33.266355461446636,-81.43491229433907,610805.181,m^2,54.0703524664438
1052704,Barren County,USA,36.965601102178695,-85.93355157712236,509723.994,m^2,52.57661297969034
1054759,Barron County,USA,45.42369076948062,-91.8482182828966,809753.45,m^2,46.80445302826434
1052098,Barrow County,USA,33.99309041868239,-83.71276182476498,1344010.816,m^2,54.108292839810005
1052944,Barry County,USA,42.594835647988305,-85.30906439968801,261096.499,m^2,47.77371730671885
1053198,Barry County,USA,36.710164815041914,-93.82844348878253,396460.34,m^2,52.18685600431054
1052405,Bartholomew County,USA,39.206003685279434,-85.89822777034695,1858052.05,m^2,50.998439291299725
